gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp6-2.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=602 nnue=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1833 / 37500 positions
  played 100 games, 3578 / 37500 positions
  played 150 games, 5449 / 37500 positions
  played 200 games, 7322 / 37500 positions
  played 250 games, 9157 / 37500 positions
  played 300 games, 11012 / 37500 positions
  played 350 games, 12802 / 37500 positions
  played 400 games, 14676 / 37500 positions
  played 450 games, 16422 / 37500 positions
  played 500 games, 18387 / 37500 positions
  played 550 games, 20092 / 37500 positions
  played 600 games, 21797 / 37500 positions
  played 650 games, 23564 / 37500 positions
  played 700 games, 25397 / 37500 positions
  played 750 games, 27161 / 37500 positions
  played 800 games, 28952 / 37500 positions
  played 850 games, 30807 / 37500 positions
  played 900 games, 32630 / 37500 positions
  played 950 games, 34506 / 37500 positions
  played 1000 games, 36216 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp6-2.jnnw
