gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp6-8.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=608 nnue=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1735 / 37500 positions
  played 100 games, 3527 / 37500 positions
  played 150 games, 5246 / 37500 positions
  played 200 games, 7109 / 37500 positions
  played 250 games, 8920 / 37500 positions
  played 300 games, 10681 / 37500 positions
  played 350 games, 12564 / 37500 positions
  played 400 games, 14430 / 37500 positions
  played 450 games, 16196 / 37500 positions
  played 500 games, 17899 / 37500 positions
  played 550 games, 19684 / 37500 positions
  played 600 games, 21455 / 37500 positions
  played 650 games, 23293 / 37500 positions
  played 700 games, 25146 / 37500 positions
  played 750 games, 26944 / 37500 positions
  played 800 games, 28772 / 37500 positions
  played 850 games, 30632 / 37500 positions
  played 900 games, 32443 / 37500 positions
  played 950 games, 34228 / 37500 positions
  played 1000 games, 35956 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp6-8.jnnw
