gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp2-3.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=203 nnue=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1735 / 37500 positions
  played 100 games, 3584 / 37500 positions
  played 150 games, 5244 / 37500 positions
  played 200 games, 7068 / 37500 positions
  played 250 games, 8832 / 37500 positions
  played 300 games, 10648 / 37500 positions
  played 350 games, 12428 / 37500 positions
  played 400 games, 14235 / 37500 positions
  played 450 games, 16196 / 37500 positions
  played 500 games, 18087 / 37500 positions
  played 550 games, 19957 / 37500 positions
  played 600 games, 21782 / 37500 positions
  played 650 games, 23680 / 37500 positions
  played 700 games, 25527 / 37500 positions
  played 750 games, 27364 / 37500 positions
  played 800 games, 29074 / 37500 positions
  played 850 games, 31010 / 37500 positions
  played 900 games, 32881 / 37500 positions
  played 950 games, 34654 / 37500 positions
  played 1000 games, 36481 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp2-3.jnnw
