gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp3-6.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=306 nnue=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1902 / 37500 positions
  played 100 games, 3765 / 37500 positions
  played 150 games, 5621 / 37500 positions
  played 200 games, 7490 / 37500 positions
  played 250 games, 9339 / 37500 positions
  played 300 games, 11095 / 37500 positions
  played 350 games, 12929 / 37500 positions
  played 400 games, 14884 / 37500 positions
  played 450 games, 16668 / 37500 positions
  played 500 games, 18490 / 37500 positions
  played 550 games, 20407 / 37500 positions
  played 600 games, 22158 / 37500 positions
  played 650 games, 23950 / 37500 positions
  played 700 games, 25762 / 37500 positions
  played 750 games, 27524 / 37500 positions
  played 800 games, 29329 / 37500 positions
  played 850 games, 31133 / 37500 positions
  played 900 games, 32981 / 37500 positions
  played 950 games, 34675 / 37500 positions
  played 1000 games, 36550 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp3-6.jnnw
