gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp1-7.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=107 nnue=/root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1664 / 37500 positions
  played 100 games, 3419 / 37500 positions
  played 150 games, 5236 / 37500 positions
  played 200 games, 7083 / 37500 positions
  played 250 games, 8824 / 37500 positions
  played 300 games, 10650 / 37500 positions
  played 350 games, 12479 / 37500 positions
  played 400 games, 14393 / 37500 positions
  played 450 games, 16155 / 37500 positions
  played 500 games, 17986 / 37500 positions
  played 550 games, 19805 / 37500 positions
  played 600 games, 21576 / 37500 positions
  played 650 games, 23397 / 37500 positions
  played 700 games, 25252 / 37500 positions
  played 750 games, 26956 / 37500 positions
  played 800 games, 28664 / 37500 positions
  played 850 games, 30544 / 37500 positions
  played 900 games, 32385 / 37500 positions
  played 950 games, 34154 / 37500 positions
  played 1000 games, 35945 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0205b-wdl-loop-proxy/artefacts.src/sp1-7.jnnw
