gen-data-wdl: n=62500 out=/root/jass/jobs/results/0086-v11-selfplay-scan-distill-pilot/artefacts.src/shard-7.bin eval_depth=4 play_depth=4 max_plies=200 seed=86007 nnue=/root/jass/jobs/results/0083-scan-distill-v11-capacity-bump/artefacts.src/arch-1024-512/nnue-1024-512-q.bin quiet_only=true pv_extract=3
  played 50 games, 1202 / 62500 positions
  played 100 games, 2347 / 62500 positions
  played 150 games, 3600 / 62500 positions
  played 200 games, 4678 / 62500 positions
  played 250 games, 5896 / 62500 positions
  played 300 games, 7110 / 62500 positions
  played 350 games, 8359 / 62500 positions
  played 400 games, 9518 / 62500 positions
  played 450 games, 10697 / 62500 positions
  played 500 games, 11926 / 62500 positions
  played 550 games, 13061 / 62500 positions
  played 600 games, 14193 / 62500 positions
  played 650 games, 15393 / 62500 positions
  played 700 games, 16618 / 62500 positions
  played 750 games, 17951 / 62500 positions
  played 800 games, 19148 / 62500 positions
  played 850 games, 20387 / 62500 positions
  played 900 games, 21654 / 62500 positions
  played 950 games, 23016 / 62500 positions
  played 1000 games, 24154 / 62500 positions
  played 1050 games, 25367 / 62500 positions
  played 1100 games, 26509 / 62500 positions
  played 1150 games, 27737 / 62500 positions
  played 1200 games, 28939 / 62500 positions
  played 1250 games, 30246 / 62500 positions
  played 1300 games, 31400 / 62500 positions
  played 1350 games, 32644 / 62500 positions
  played 1400 games, 33897 / 62500 positions
  played 1450 games, 35143 / 62500 positions
  played 1500 games, 36253 / 62500 positions
  played 1550 games, 37466 / 62500 positions
  played 1600 games, 38670 / 62500 positions
  played 1650 games, 39768 / 62500 positions
  played 1700 games, 41009 / 62500 positions
  played 1750 games, 42127 / 62500 positions
  played 1800 games, 43232 / 62500 positions
  played 1850 games, 44453 / 62500 positions
  played 1900 games, 45598 / 62500 positions
  played 1950 games, 46889 / 62500 positions
  played 2000 games, 48040 / 62500 positions
  played 2050 games, 49209 / 62500 positions
  played 2100 games, 50384 / 62500 positions
  played 2150 games, 51529 / 62500 positions
  played 2200 games, 52781 / 62500 positions
  played 2250 games, 54004 / 62500 positions
  played 2300 games, 55231 / 62500 positions
  played 2350 games, 56462 / 62500 positions
  played 2400 games, 57676 / 62500 positions
  played 2450 games, 58879 / 62500 positions
  played 2500 games, 60024 / 62500 positions
  played 2550 games, 61184 / 62500 positions
  played 2600 games, 62385 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/0086-v11-selfplay-scan-distill-pilot/artefacts.src/shard-7.bin
