gen-data-wdl: n=62500 out=/root/jass/jobs/results/0086-v11-selfplay-scan-distill-pilot/artefacts.src/shard-2.bin eval_depth=4 play_depth=4 max_plies=200 seed=86002 nnue=/root/jass/jobs/results/0083-scan-distill-v11-capacity-bump/artefacts.src/arch-1024-512/nnue-1024-512-q.bin quiet_only=true pv_extract=3
  played 50 games, 1234 / 62500 positions
  played 100 games, 2530 / 62500 positions
  played 150 games, 3665 / 62500 positions
  played 200 games, 4885 / 62500 positions
  played 250 games, 6075 / 62500 positions
  played 300 games, 7266 / 62500 positions
  played 350 games, 8489 / 62500 positions
  played 400 games, 9619 / 62500 positions
  played 450 games, 10779 / 62500 positions
  played 500 games, 11993 / 62500 positions
  played 550 games, 13199 / 62500 positions
  played 600 games, 14423 / 62500 positions
  played 650 games, 15623 / 62500 positions
  played 700 games, 16847 / 62500 positions
  played 750 games, 17969 / 62500 positions
  played 800 games, 19033 / 62500 positions
  played 850 games, 20224 / 62500 positions
  played 900 games, 21376 / 62500 positions
  played 950 games, 22607 / 62500 positions
  played 1000 games, 23696 / 62500 positions
  played 1050 games, 24870 / 62500 positions
  played 1100 games, 26108 / 62500 positions
  played 1150 games, 27216 / 62500 positions
  played 1200 games, 28433 / 62500 positions
  played 1250 games, 29671 / 62500 positions
  played 1300 games, 30957 / 62500 positions
  played 1350 games, 32211 / 62500 positions
  played 1400 games, 33364 / 62500 positions
  played 1450 games, 34559 / 62500 positions
  played 1500 games, 35799 / 62500 positions
  played 1550 games, 36922 / 62500 positions
  played 1600 games, 38181 / 62500 positions
  played 1650 games, 39417 / 62500 positions
  played 1700 games, 40461 / 62500 positions
  played 1750 games, 41680 / 62500 positions
  played 1800 games, 42879 / 62500 positions
  played 1850 games, 44115 / 62500 positions
  played 1900 games, 45357 / 62500 positions
  played 1950 games, 46612 / 62500 positions
  played 2000 games, 47787 / 62500 positions
  played 2050 games, 48931 / 62500 positions
  played 2100 games, 50152 / 62500 positions
  played 2150 games, 51393 / 62500 positions
  played 2200 games, 52521 / 62500 positions
  played 2250 games, 53656 / 62500 positions
  played 2300 games, 54895 / 62500 positions
  played 2350 games, 55981 / 62500 positions
  played 2400 games, 57075 / 62500 positions
  played 2450 games, 58245 / 62500 positions
  played 2500 games, 59395 / 62500 positions
  played 2550 games, 60661 / 62500 positions
  played 2600 games, 61881 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/0086-v11-selfplay-scan-distill-pilot/artefacts.src/shard-2.bin
