gen-data-wdl: n=125000 out=/root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/shard-2.bin eval_depth=16 play_depth=4 max_plies=200 seed=23002 nnue=/root/jass/jobs/results/0050-v7-quiet-pv-extract-1M/artefacts.src/nnue-256-128-q.bin quiet_only=true pv_extract=3
  played 50 games, 4366 / 125000 positions
  played 100 games, 8468 / 125000 positions
  played 150 games, 12666 / 125000 positions
  played 200 games, 16877 / 125000 positions
  played 250 games, 20956 / 125000 positions
  played 300 games, 24768 / 125000 positions
  played 350 games, 28818 / 125000 positions
  played 400 games, 32814 / 125000 positions
  played 450 games, 37034 / 125000 positions
  played 500 games, 41429 / 125000 positions
  played 550 games, 45741 / 125000 positions
  played 600 games, 49383 / 125000 positions
  played 650 games, 53487 / 125000 positions
  played 700 games, 57962 / 125000 positions
  played 750 games, 61844 / 125000 positions
  played 800 games, 65949 / 125000 positions
  played 850 games, 69801 / 125000 positions
  played 900 games, 74178 / 125000 positions
  played 950 games, 78059 / 125000 positions
  played 1000 games, 82059 / 125000 positions
  played 1050 games, 85893 / 125000 positions
  played 1100 games, 90158 / 125000 positions
  played 1150 games, 94224 / 125000 positions
  played 1200 games, 98278 / 125000 positions
  played 1250 games, 102068 / 125000 positions
  played 1300 games, 106130 / 125000 positions
  played 1350 games, 109911 / 125000 positions
  played 1400 games, 114159 / 125000 positions
  played 1450 games, 118287 / 125000 positions
  played 1500 games, 122482 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/shard-2.bin
