gen-data-wdl: n=125000 out=/root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/shard-8.bin eval_depth=16 play_depth=4 max_plies=200 seed=23008 nnue=/root/jass/jobs/results/0050-v7-quiet-pv-extract-1M/artefacts.src/nnue-256-128-q.bin quiet_only=true pv_extract=3
  played 50 games, 4181 / 125000 positions
  played 100 games, 8088 / 125000 positions
  played 150 games, 12483 / 125000 positions
  played 200 games, 16022 / 125000 positions
  played 250 games, 20129 / 125000 positions
  played 300 games, 23857 / 125000 positions
  played 350 games, 28243 / 125000 positions
  played 400 games, 32112 / 125000 positions
  played 450 games, 35895 / 125000 positions
  played 500 games, 39818 / 125000 positions
  played 550 games, 43839 / 125000 positions
  played 600 games, 47946 / 125000 positions
  played 650 games, 52015 / 125000 positions
  played 700 games, 55730 / 125000 positions
  played 750 games, 59756 / 125000 positions
  played 800 games, 63843 / 125000 positions
  played 850 games, 67887 / 125000 positions
  played 900 games, 72265 / 125000 positions
  played 950 games, 76258 / 125000 positions
  played 1000 games, 80128 / 125000 positions
  played 1050 games, 83979 / 125000 positions
  played 1100 games, 88099 / 125000 positions
  played 1150 games, 92111 / 125000 positions
  played 1200 games, 95810 / 125000 positions
  played 1250 games, 99885 / 125000 positions
  played 1300 games, 104106 / 125000 positions
  played 1350 games, 108356 / 125000 positions
  played 1400 games, 112682 / 125000 positions
  played 1450 games, 116528 / 125000 positions
  played 1500 games, 120465 / 125000 positions
  played 1550 games, 124679 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/shard-8.bin
