gen-data-wdl: n=125000 out=/root/jass/jobs/results/ccx33-0212-genpar-seed/artefacts.src/sh-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=800041 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1688 / 125000 positions
  played 100 games, 3259 / 125000 positions
  played 150 games, 4823 / 125000 positions
  played 200 games, 6421 / 125000 positions
  played 250 games, 7955 / 125000 positions
  played 300 games, 9542 / 125000 positions
  played 350 games, 11075 / 125000 positions
  played 400 games, 12659 / 125000 positions
  played 450 games, 14295 / 125000 positions
  played 500 games, 15932 / 125000 positions
  played 550 games, 17534 / 125000 positions
  played 600 games, 19201 / 125000 positions
  played 650 games, 20886 / 125000 positions
  played 700 games, 22638 / 125000 positions
  played 750 games, 24214 / 125000 positions
  played 800 games, 25713 / 125000 positions
  played 850 games, 27225 / 125000 positions
  played 900 games, 28912 / 125000 positions
  played 950 games, 30511 / 125000 positions
  played 1000 games, 32115 / 125000 positions
  played 1050 games, 33729 / 125000 positions
  played 1100 games, 35396 / 125000 positions
  played 1150 games, 36986 / 125000 positions
  played 1200 games, 38653 / 125000 positions
  played 1250 games, 40194 / 125000 positions
  played 1300 games, 41788 / 125000 positions
  played 1350 games, 43396 / 125000 positions
  played 1400 games, 44959 / 125000 positions
  played 1450 games, 46614 / 125000 positions
  played 1500 games, 48197 / 125000 positions
  played 1550 games, 49824 / 125000 positions
  played 1600 games, 51447 / 125000 positions
  played 1650 games, 53045 / 125000 positions
  played 1700 games, 54612 / 125000 positions
  played 1750 games, 56177 / 125000 positions
  played 1800 games, 57798 / 125000 positions
  played 1850 games, 59444 / 125000 positions
  played 1900 games, 60933 / 125000 positions
  played 1950 games, 62518 / 125000 positions
  played 2000 games, 64182 / 125000 positions
  played 2050 games, 65786 / 125000 positions
  played 2100 games, 67399 / 125000 positions
  played 2150 games, 68997 / 125000 positions
  played 2200 games, 70582 / 125000 positions
  played 2250 games, 72269 / 125000 positions
  played 2300 games, 73916 / 125000 positions
  played 2350 games, 75550 / 125000 positions
  played 2400 games, 77135 / 125000 positions
  played 2450 games, 78671 / 125000 positions
  played 2500 games, 80230 / 125000 positions
  played 2550 games, 81810 / 125000 positions
  played 2600 games, 83376 / 125000 positions
  played 2650 games, 84949 / 125000 positions
  played 2700 games, 86597 / 125000 positions
  played 2750 games, 88177 / 125000 positions
  played 2800 games, 89710 / 125000 positions
  played 2850 games, 91338 / 125000 positions
  played 2900 games, 92952 / 125000 positions
  played 2950 games, 94511 / 125000 positions
  played 3000 games, 96069 / 125000 positions
  played 3050 games, 97640 / 125000 positions
  played 3100 games, 99206 / 125000 positions
  played 3150 games, 100788 / 125000 positions
  played 3200 games, 102405 / 125000 positions
  played 3250 games, 103946 / 125000 positions
  played 3300 games, 105529 / 125000 positions
  played 3350 games, 107189 / 125000 positions
  played 3400 games, 108657 / 125000 positions
  played 3450 games, 110249 / 125000 positions
  played 3500 games, 111836 / 125000 positions
  played 3550 games, 113344 / 125000 positions
  played 3600 games, 114933 / 125000 positions
  played 3650 games, 116557 / 125000 positions
  played 3700 games, 118215 / 125000 positions
  played 3750 games, 119881 / 125000 positions
  played 3800 games, 121480 / 125000 positions
  played 3850 games, 123096 / 125000 positions
  played 3900 games, 124707 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/ccx33-0212-genpar-seed/artefacts.src/sh-8.jnnw
