gen-data-wdl: n=125000 out=/root/jass/jobs/results/ccx33-0212-genpar-seed/artefacts.src/sh-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=400029 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1611 / 125000 positions
  played 100 games, 3238 / 125000 positions
  played 150 games, 4762 / 125000 positions
  played 200 games, 6340 / 125000 positions
  played 250 games, 7938 / 125000 positions
  played 300 games, 9515 / 125000 positions
  played 350 games, 11054 / 125000 positions
  played 400 games, 12539 / 125000 positions
  played 450 games, 14061 / 125000 positions
  played 500 games, 15640 / 125000 positions
  played 550 games, 17273 / 125000 positions
  played 600 games, 18798 / 125000 positions
  played 650 games, 20396 / 125000 positions
  played 700 games, 21950 / 125000 positions
  played 750 games, 23553 / 125000 positions
  played 800 games, 25173 / 125000 positions
  played 850 games, 26775 / 125000 positions
  played 900 games, 28375 / 125000 positions
  played 950 games, 29930 / 125000 positions
  played 1000 games, 31445 / 125000 positions
  played 1050 games, 33021 / 125000 positions
  played 1100 games, 34629 / 125000 positions
  played 1150 games, 36182 / 125000 positions
  played 1200 games, 37649 / 125000 positions
  played 1250 games, 39281 / 125000 positions
  played 1300 games, 40821 / 125000 positions
  played 1350 games, 42343 / 125000 positions
  played 1400 games, 43864 / 125000 positions
  played 1450 games, 45423 / 125000 positions
  played 1500 games, 46845 / 125000 positions
  played 1550 games, 48492 / 125000 positions
  played 1600 games, 50077 / 125000 positions
  played 1650 games, 51667 / 125000 positions
  played 1700 games, 53309 / 125000 positions
  played 1750 games, 54920 / 125000 positions
  played 1800 games, 56441 / 125000 positions
  played 1850 games, 58050 / 125000 positions
  played 1900 games, 59514 / 125000 positions
  played 1950 games, 61074 / 125000 positions
  played 2000 games, 62604 / 125000 positions
  played 2050 games, 64271 / 125000 positions
  played 2100 games, 65894 / 125000 positions
  played 2150 games, 67589 / 125000 positions
  played 2200 games, 69208 / 125000 positions
  played 2250 games, 70933 / 125000 positions
  played 2300 games, 72561 / 125000 positions
  played 2350 games, 74138 / 125000 positions
  played 2400 games, 75604 / 125000 positions
  played 2450 games, 77141 / 125000 positions
  played 2500 games, 78772 / 125000 positions
  played 2550 games, 80313 / 125000 positions
  played 2600 games, 81904 / 125000 positions
  played 2650 games, 83519 / 125000 positions
  played 2700 games, 85028 / 125000 positions
  played 2750 games, 86653 / 125000 positions
  played 2800 games, 88339 / 125000 positions
  played 2850 games, 89933 / 125000 positions
  played 2900 games, 91631 / 125000 positions
  played 2950 games, 93225 / 125000 positions
  played 3000 games, 94797 / 125000 positions
  played 3050 games, 96393 / 125000 positions
  played 3100 games, 97877 / 125000 positions
  played 3150 games, 99421 / 125000 positions
  played 3200 games, 101068 / 125000 positions
  played 3250 games, 102744 / 125000 positions
  played 3300 games, 104411 / 125000 positions
  played 3350 games, 105988 / 125000 positions
  played 3400 games, 107669 / 125000 positions
  played 3450 games, 109179 / 125000 positions
  played 3500 games, 110738 / 125000 positions
  played 3550 games, 112304 / 125000 positions
  played 3600 games, 113912 / 125000 positions
  played 3650 games, 115628 / 125000 positions
  played 3700 games, 117135 / 125000 positions
  played 3750 games, 118762 / 125000 positions
  played 3800 games, 120310 / 125000 positions
  played 3850 games, 121862 / 125000 positions
  played 3900 games, 123468 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/ccx33-0212-genpar-seed/artefacts.src/sh-4.jnnw
