gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp7.12.jnnw eval_depth=4 play_depth=4 max_plies=200 seed=17563121 nnue=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1490 / 18750 positions
  played 100 games, 3084 / 18750 positions
  played 150 games, 4640 / 18750 positions
  played 200 games, 6200 / 18750 positions
  played 250 games, 7789 / 18750 positions
  played 300 games, 9259 / 18750 positions
  played 350 games, 10746 / 18750 positions
  played 400 games, 12256 / 18750 positions
  played 450 games, 13753 / 18750 positions
  played 500 games, 15242 / 18750 positions
  played 550 games, 16718 / 18750 positions
  played 600 games, 18255 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp7.12.jnnw
