gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp7.7.jnnw eval_depth=4 play_depth=4 max_plies=200 seed=63162403 nnue=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1434 / 18750 positions
  played 100 games, 2986 / 18750 positions
  played 150 games, 4512 / 18750 positions
  played 200 games, 6009 / 18750 positions
  played 250 games, 7524 / 18750 positions
  played 300 games, 9020 / 18750 positions
  played 350 games, 10584 / 18750 positions
  played 400 games, 12134 / 18750 positions
  played 450 games, 13575 / 18750 positions
  played 500 games, 14976 / 18750 positions
  played 550 games, 16482 / 18750 positions
  played 600 games, 17902 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp7.7.jnnw
