gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp8.5.jnnw eval_depth=4 play_depth=4 max_plies=200 seed=408334085 nnue=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1503 / 18750 positions
  played 100 games, 2956 / 18750 positions
  played 150 games, 4450 / 18750 positions
  played 200 games, 5980 / 18750 positions
  played 250 games, 7523 / 18750 positions
  played 300 games, 8899 / 18750 positions
  played 350 games, 10329 / 18750 positions
  played 400 games, 11717 / 18750 positions
  played 450 games, 13286 / 18750 positions
  played 500 games, 14851 / 18750 positions
  played 550 games, 16351 / 18750 positions
  played 600 games, 17773 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp8.5.jnnw
