gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-2.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=17001 nnue=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1387 / 75000 positions
  played 100 games, 2771 / 75000 positions
  played 150 games, 4229 / 75000 positions
  played 200 games, 5632 / 75000 positions
  played 250 games, 6979 / 75000 positions
  played 300 games, 8374 / 75000 positions
  played 350 games, 9722 / 75000 positions
  played 400 games, 11156 / 75000 positions
  played 450 games, 12498 / 75000 positions
  played 500 games, 13930 / 75000 positions
  played 550 games, 15279 / 75000 positions
  played 600 games, 16661 / 75000 positions
  played 650 games, 17954 / 75000 positions
  played 700 games, 19326 / 75000 positions
  played 750 games, 20704 / 75000 positions
  played 800 games, 22061 / 75000 positions
  played 850 games, 23469 / 75000 positions
  played 900 games, 24906 / 75000 positions
  played 950 games, 26248 / 75000 positions
  played 1000 games, 27611 / 75000 positions
  played 1050 games, 29049 / 75000 positions
  played 1100 games, 30417 / 75000 positions
  played 1150 games, 31853 / 75000 positions
  played 1200 games, 33264 / 75000 positions
  played 1250 games, 34620 / 75000 positions
  played 1300 games, 35958 / 75000 positions
  played 1350 games, 37241 / 75000 positions
  played 1400 games, 38692 / 75000 positions
  played 1450 games, 40058 / 75000 positions
  played 1500 games, 41489 / 75000 positions
  played 1550 games, 42835 / 75000 positions
  played 1600 games, 44181 / 75000 positions
  played 1650 games, 45566 / 75000 positions
  played 1700 games, 46993 / 75000 positions
  played 1750 games, 48353 / 75000 positions
  played 1800 games, 49778 / 75000 positions
  played 1850 games, 51207 / 75000 positions
  played 1900 games, 52677 / 75000 positions
  played 1950 games, 54048 / 75000 positions
  played 2000 games, 55448 / 75000 positions
  played 2050 games, 56801 / 75000 positions
  played 2100 games, 58187 / 75000 positions
  played 2150 games, 59581 / 75000 positions
  played 2200 games, 60959 / 75000 positions
  played 2250 games, 62308 / 75000 positions
  played 2300 games, 63639 / 75000 positions
  played 2350 games, 64996 / 75000 positions
  played 2400 games, 66383 / 75000 positions
  played 2450 games, 67750 / 75000 positions
  played 2500 games, 69132 / 75000 positions
  played 2550 games, 70479 / 75000 positions
  played 2600 games, 71885 / 75000 positions
  played 2650 games, 73338 / 75000 positions
  played 2700 games, 74750 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-2.jnnw
