gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-8.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=26604 nnue=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1348 / 75000 positions
  played 100 games, 2711 / 75000 positions
  played 150 games, 4021 / 75000 positions
  played 200 games, 5385 / 75000 positions
  played 250 games, 6797 / 75000 positions
  played 300 games, 8168 / 75000 positions
  played 350 games, 9557 / 75000 positions
  played 400 games, 10890 / 75000 positions
  played 450 games, 12354 / 75000 positions
  played 500 games, 13724 / 75000 positions
  played 550 games, 15133 / 75000 positions
  played 600 games, 16531 / 75000 positions
  played 650 games, 17908 / 75000 positions
  played 700 games, 19221 / 75000 positions
  played 750 games, 20610 / 75000 positions
  played 800 games, 21951 / 75000 positions
  played 850 games, 23390 / 75000 positions
  played 900 games, 24798 / 75000 positions
  played 950 games, 26211 / 75000 positions
  played 1000 games, 27554 / 75000 positions
  played 1050 games, 28940 / 75000 positions
  played 1100 games, 30327 / 75000 positions
  played 1150 games, 31676 / 75000 positions
  played 1200 games, 33040 / 75000 positions
  played 1250 games, 34550 / 75000 positions
  played 1300 games, 35896 / 75000 positions
  played 1350 games, 37287 / 75000 positions
  played 1400 games, 38676 / 75000 positions
  played 1450 games, 40088 / 75000 positions
  played 1500 games, 41496 / 75000 positions
  played 1550 games, 42836 / 75000 positions
  played 1600 games, 44159 / 75000 positions
  played 1650 games, 45511 / 75000 positions
  played 1700 games, 46918 / 75000 positions
  played 1750 games, 48293 / 75000 positions
  played 1800 games, 49674 / 75000 positions
  played 1850 games, 51064 / 75000 positions
  played 1900 games, 52510 / 75000 positions
  played 1950 games, 53894 / 75000 positions
  played 2000 games, 55324 / 75000 positions
  played 2050 games, 56690 / 75000 positions
  played 2100 games, 58044 / 75000 positions
  played 2150 games, 59377 / 75000 positions
  played 2200 games, 60764 / 75000 positions
  played 2250 games, 62152 / 75000 positions
  played 2300 games, 63515 / 75000 positions
  played 2350 games, 64890 / 75000 positions
  played 2400 games, 66236 / 75000 positions
  played 2450 games, 67583 / 75000 positions
  played 2500 games, 68991 / 75000 positions
  played 2550 games, 70323 / 75000 positions
  played 2600 games, 71638 / 75000 positions
  played 2650 games, 73049 / 75000 positions
  played 2700 games, 74459 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-8.jnnw
