gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp0-4.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=23658 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1357 / 37500 positions
  played 100 games, 2746 / 37500 positions
  played 150 games, 4106 / 37500 positions
  played 200 games, 5457 / 37500 positions
  played 250 games, 6805 / 37500 positions
  played 300 games, 8087 / 37500 positions
  played 350 games, 9459 / 37500 positions
  played 400 games, 10710 / 37500 positions
  played 450 games, 11982 / 37500 positions
  played 500 games, 13366 / 37500 positions
  played 550 games, 14709 / 37500 positions
  played 600 games, 16048 / 37500 positions
  played 650 games, 17323 / 37500 positions
  played 700 games, 18620 / 37500 positions
  played 750 games, 20049 / 37500 positions
  played 800 games, 21406 / 37500 positions
  played 850 games, 22750 / 37500 positions
  played 900 games, 24112 / 37500 positions
  played 950 games, 25437 / 37500 positions
  played 1000 games, 26792 / 37500 positions
  played 1050 games, 28173 / 37500 positions
  played 1100 games, 29498 / 37500 positions
  played 1150 games, 30827 / 37500 positions
  played 1200 games, 32211 / 37500 positions
  played 1250 games, 33529 / 37500 positions
  played 1300 games, 34894 / 37500 positions
  played 1350 games, 36259 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp0-4.jnnw
