gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp8-1.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=16726 nnue=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1343 / 75000 positions
  played 100 games, 2757 / 75000 positions
  played 150 games, 4195 / 75000 positions
  played 200 games, 5523 / 75000 positions
  played 250 games, 6872 / 75000 positions
  played 300 games, 8252 / 75000 positions
  played 350 games, 9587 / 75000 positions
  played 400 games, 11008 / 75000 positions
  played 450 games, 12332 / 75000 positions
  played 500 games, 13713 / 75000 positions
  played 550 games, 15090 / 75000 positions
  played 600 games, 16548 / 75000 positions
  played 650 games, 17844 / 75000 positions
  played 700 games, 19208 / 75000 positions
  played 750 games, 20580 / 75000 positions
  played 800 games, 22000 / 75000 positions
  played 850 games, 23316 / 75000 positions
  played 900 games, 24733 / 75000 positions
  played 950 games, 26143 / 75000 positions
  played 1000 games, 27546 / 75000 positions
  played 1050 games, 28888 / 75000 positions
  played 1100 games, 30280 / 75000 positions
  played 1150 games, 31680 / 75000 positions
  played 1200 games, 33045 / 75000 positions
  played 1250 games, 34385 / 75000 positions
  played 1300 games, 35720 / 75000 positions
  played 1350 games, 37087 / 75000 positions
  played 1400 games, 38491 / 75000 positions
  played 1450 games, 39777 / 75000 positions
  played 1500 games, 41140 / 75000 positions
  played 1550 games, 42560 / 75000 positions
  played 1600 games, 43968 / 75000 positions
  played 1650 games, 45376 / 75000 positions
  played 1700 games, 46851 / 75000 positions
  played 1750 games, 48227 / 75000 positions
  played 1800 games, 49601 / 75000 positions
  played 1850 games, 50913 / 75000 positions
  played 1900 games, 52286 / 75000 positions
  played 1950 games, 53576 / 75000 positions
  played 2000 games, 55021 / 75000 positions
  played 2050 games, 56401 / 75000 positions
  played 2100 games, 57835 / 75000 positions
  played 2150 games, 59240 / 75000 positions
  played 2200 games, 60611 / 75000 positions
  played 2250 games, 62000 / 75000 positions
  played 2300 games, 63432 / 75000 positions
  played 2350 games, 64815 / 75000 positions
  played 2400 games, 66190 / 75000 positions
  played 2450 games, 67537 / 75000 positions
  played 2500 games, 68889 / 75000 positions
  played 2550 games, 70297 / 75000 positions
  played 2600 games, 71682 / 75000 positions
  played 2650 games, 73085 / 75000 positions
  played 2700 games, 74502 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp8-1.jnnw
