gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-7.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=2529 nnue=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1381 / 75000 positions
  played 100 games, 2753 / 75000 positions
  played 150 games, 4129 / 75000 positions
  played 200 games, 5562 / 75000 positions
  played 250 games, 6938 / 75000 positions
  played 300 games, 8300 / 75000 positions
  played 350 games, 9678 / 75000 positions
  played 400 games, 11087 / 75000 positions
  played 450 games, 12485 / 75000 positions
  played 500 games, 13911 / 75000 positions
  played 550 games, 15388 / 75000 positions
  played 600 games, 16784 / 75000 positions
  played 650 games, 18102 / 75000 positions
  played 700 games, 19533 / 75000 positions
  played 750 games, 21011 / 75000 positions
  played 800 games, 22353 / 75000 positions
  played 850 games, 23700 / 75000 positions
  played 900 games, 25047 / 75000 positions
  played 950 games, 26423 / 75000 positions
  played 1000 games, 27859 / 75000 positions
  played 1050 games, 29288 / 75000 positions
  played 1100 games, 30591 / 75000 positions
  played 1150 games, 32006 / 75000 positions
  played 1200 games, 33437 / 75000 positions
  played 1250 games, 34830 / 75000 positions
  played 1300 games, 36162 / 75000 positions
  played 1350 games, 37557 / 75000 positions
  played 1400 games, 38918 / 75000 positions
  played 1450 games, 40297 / 75000 positions
  played 1500 games, 41664 / 75000 positions
  played 1550 games, 43039 / 75000 positions
  played 1600 games, 44453 / 75000 positions
  played 1650 games, 45776 / 75000 positions
  played 1700 games, 47186 / 75000 positions
  played 1750 games, 48546 / 75000 positions
  played 1800 games, 49915 / 75000 positions
  played 1850 games, 51268 / 75000 positions
  played 1900 games, 52705 / 75000 positions
  played 1950 games, 54047 / 75000 positions
  played 2000 games, 55437 / 75000 positions
  played 2050 games, 56759 / 75000 positions
  played 2100 games, 58175 / 75000 positions
  played 2150 games, 59495 / 75000 positions
  played 2200 games, 60826 / 75000 positions
  played 2250 games, 62222 / 75000 positions
  played 2300 games, 63657 / 75000 positions
  played 2350 games, 64986 / 75000 positions
  played 2400 games, 66346 / 75000 positions
  played 2450 games, 67700 / 75000 positions
  played 2500 games, 69025 / 75000 positions
  played 2550 games, 70383 / 75000 positions
  played 2600 games, 71696 / 75000 positions
  played 2650 games, 73121 / 75000 positions
  played 2700 games, 74426 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp6-7.jnnw
