gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp3-1.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=5272 nnue=/root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1406 / 75000 positions
  played 100 games, 2754 / 75000 positions
  played 150 games, 4162 / 75000 positions
  played 200 games, 5573 / 75000 positions
  played 250 games, 6933 / 75000 positions
  played 300 games, 8389 / 75000 positions
  played 350 games, 9827 / 75000 positions
  played 400 games, 11149 / 75000 positions
  played 450 games, 12486 / 75000 positions
  played 500 games, 13909 / 75000 positions
  played 550 games, 15327 / 75000 positions
  played 600 games, 16719 / 75000 positions
  played 650 games, 18104 / 75000 positions
  played 700 games, 19442 / 75000 positions
  played 750 games, 20817 / 75000 positions
  played 800 games, 22234 / 75000 positions
  played 850 games, 23707 / 75000 positions
  played 900 games, 25156 / 75000 positions
  played 950 games, 26488 / 75000 positions
  played 1000 games, 27840 / 75000 positions
  played 1050 games, 29272 / 75000 positions
  played 1100 games, 30682 / 75000 positions
  played 1150 games, 32036 / 75000 positions
  played 1200 games, 33434 / 75000 positions
  played 1250 games, 34784 / 75000 positions
  played 1300 games, 36154 / 75000 positions
  played 1350 games, 37545 / 75000 positions
  played 1400 games, 38972 / 75000 positions
  played 1450 games, 40365 / 75000 positions
  played 1500 games, 41706 / 75000 positions
  played 1550 games, 43094 / 75000 positions
  played 1600 games, 44502 / 75000 positions
  played 1650 games, 45859 / 75000 positions
  played 1700 games, 47286 / 75000 positions
  played 1750 games, 48701 / 75000 positions
  played 1800 games, 50179 / 75000 positions
  played 1850 games, 51546 / 75000 positions
  played 1900 games, 52894 / 75000 positions
  played 1950 games, 54273 / 75000 positions
  played 2000 games, 55645 / 75000 positions
  played 2050 games, 57059 / 75000 positions
  played 2100 games, 58423 / 75000 positions
  played 2150 games, 59779 / 75000 positions
  played 2200 games, 61099 / 75000 positions
  played 2250 games, 62502 / 75000 positions
  played 2300 games, 63943 / 75000 positions
  played 2350 games, 65327 / 75000 positions
  played 2400 games, 66771 / 75000 positions
  played 2450 games, 68200 / 75000 positions
  played 2500 games, 69547 / 75000 positions
  played 2550 games, 70965 / 75000 positions
  played 2600 games, 72346 / 75000 positions
  played 2650 games, 73807 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0287-selfplay-egdb-perfect/artefacts.src/sp3-1.jnnw
