gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp3-4.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=6324 nnue=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1677 / 18750 positions
  played 100 games, 3417 / 18750 positions
  played 150 games, 5067 / 18750 positions
  played 200 games, 6759 / 18750 positions
  played 250 games, 8515 / 18750 positions
  played 300 games, 10324 / 18750 positions
  played 350 games, 12080 / 18750 positions
  played 400 games, 13893 / 18750 positions
  played 450 games, 15533 / 18750 positions
  played 500 games, 17340 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp3-4.jnnw
