gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp3-7.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=16273 nnue=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1863 / 18750 positions
  played 100 games, 3600 / 18750 positions
  played 150 games, 5294 / 18750 positions
  played 200 games, 7040 / 18750 positions
  played 250 games, 8774 / 18750 positions
  played 300 games, 10601 / 18750 positions
  played 350 games, 12295 / 18750 positions
  played 400 games, 14076 / 18750 positions
  played 450 games, 15871 / 18750 positions
  played 500 games, 17662 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp3-7.jnnw
