gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp4-2.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=27010 nnue=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1701 / 18750 positions
  played 100 games, 3459 / 18750 positions
  played 150 games, 5250 / 18750 positions
  played 200 games, 7085 / 18750 positions
  played 250 games, 8788 / 18750 positions
  played 300 games, 10541 / 18750 positions
  played 350 games, 12232 / 18750 positions
  played 400 games, 14068 / 18750 positions
  played 450 games, 15879 / 18750 positions
  played 500 games, 17649 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp4-2.jnnw
