gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp4-6.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=32345 nnue=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1818 / 18750 positions
  played 100 games, 3636 / 18750 positions
  played 150 games, 5433 / 18750 positions
  played 200 games, 7256 / 18750 positions
  played 250 games, 9087 / 18750 positions
  played 300 games, 10798 / 18750 positions
  played 350 games, 12638 / 18750 positions
  played 400 games, 14338 / 18750 positions
  played 450 games, 16074 / 18750 positions
  played 500 games, 17820 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp4-6.jnnw
