gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp1-4.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=25096 nnue=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1640 / 18750 positions
  played 100 games, 3438 / 18750 positions
  played 150 games, 5098 / 18750 positions
  played 200 games, 6914 / 18750 positions
  played 250 games, 8850 / 18750 positions
  played 300 games, 10697 / 18750 positions
  played 350 games, 12412 / 18750 positions
  played 400 games, 14317 / 18750 positions
  played 450 games, 16170 / 18750 positions
  played 500 games, 17989 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp1-4.jnnw
