gen-data-wdl: n=18750 out=/root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp0-3.jnnw eval_depth=10 play_depth=8 max_plies=200 seed=348 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=60
  played 50 games, 1699 / 18750 positions
  played 100 games, 3358 / 18750 positions
  played 150 games, 5087 / 18750 positions
  played 200 games, 6836 / 18750 positions
  played 250 games, 8484 / 18750 positions
  played 300 games, 10122 / 18750 positions
  played 350 games, 11814 / 18750 positions
  played 400 games, 13524 / 18750 positions
  played 450 games, 15359 / 18750 positions
  played 500 games, 17019 / 18750 positions
  played 550 games, 18750 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/ccx33-0215-depth-mt60/artefacts.src/sp0-3.jnnw
