gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-10.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=3091 nnue=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1652 / 18750 positions
  played 100 games, 3405 / 18750 positions
  played 150 games, 5147 / 18750 positions
  played 200 games, 6831 / 18750 positions
  played 250 games, 8522 / 18750 positions
  played 300 games, 10257 / 18750 positions
  played 350 games, 11887 / 18750 positions
  played 400 games, 13601 / 18750 positions
  played 450 games, 15405 / 18750 positions
  played 500 games, 17126 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-10.jnnw
