gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-7.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=2253 nnue=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1716 / 18750 positions
  played 100 games, 3371 / 18750 positions
  played 150 games, 5140 / 18750 positions
  played 200 games, 6839 / 18750 positions
  played 250 games, 8604 / 18750 positions
  played 300 games, 10385 / 18750 positions
  played 350 games, 12145 / 18750 positions
  played 400 games, 13883 / 18750 positions
  played 450 games, 15580 / 18750 positions
  played 500 games, 17235 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-7.jnnw
