gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp3-1.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=16587 nnue=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1695 / 18750 positions
  played 100 games, 3413 / 18750 positions
  played 150 games, 5086 / 18750 positions
  played 200 games, 6730 / 18750 positions
  played 250 games, 8367 / 18750 positions
  played 300 games, 10045 / 18750 positions
  played 350 games, 11731 / 18750 positions
  played 400 games, 13527 / 18750 positions
  played 450 games, 15212 / 18750 positions
  played 500 games, 16835 / 18750 positions
  played 550 games, 18457 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp3-1.jnnw
