gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp3-5.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=22667 nnue=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1702 / 18750 positions
  played 100 games, 3354 / 18750 positions
  played 150 games, 5062 / 18750 positions
  played 200 games, 6693 / 18750 positions
  played 250 games, 8415 / 18750 positions
  played 300 games, 10048 / 18750 positions
  played 350 games, 11815 / 18750 positions
  played 400 games, 13539 / 18750 positions
  played 450 games, 15216 / 18750 positions
  played 500 games, 16882 / 18750 positions
  played 550 games, 18615 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp3-5.jnnw
