gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-15.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=23307 nnue=/root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1701 / 18750 positions
  played 100 games, 3443 / 18750 positions
  played 150 games, 5232 / 18750 positions
  played 200 games, 7001 / 18750 positions
  played 250 games, 8767 / 18750 positions
  played 300 games, 10431 / 18750 positions
  played 350 games, 12196 / 18750 positions
  played 400 games, 14032 / 18750 positions
  played 450 games, 15854 / 18750 positions
  played 500 games, 17458 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0214-depth-mt30/artefacts.src/sp2-15.jnnw
