gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp4-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=249 nnue=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1507 / 37500 positions
  played 100 games, 3008 / 37500 positions
  played 150 games, 4469 / 37500 positions
  played 200 games, 6069 / 37500 positions
  played 250 games, 7641 / 37500 positions
  played 300 games, 9211 / 37500 positions
  played 350 games, 10839 / 37500 positions
  played 400 games, 12305 / 37500 positions
  played 450 games, 13699 / 37500 positions
  played 500 games, 15297 / 37500 positions
  played 550 games, 16751 / 37500 positions
  played 600 games, 18311 / 37500 positions
  played 650 games, 19886 / 37500 positions
  played 700 games, 21437 / 37500 positions
  played 750 games, 22900 / 37500 positions
  played 800 games, 24492 / 37500 positions
  played 850 games, 26051 / 37500 positions
  played 900 games, 27595 / 37500 positions
  played 950 games, 29170 / 37500 positions
  played 1000 games, 30626 / 37500 positions
  played 1050 games, 32218 / 37500 positions
  played 1100 games, 33843 / 37500 positions
  played 1150 games, 35362 / 37500 positions
  played 1200 games, 36901 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp4-8.jnnw
