gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29632 nnue=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1594 / 37500 positions
  played 100 games, 3140 / 37500 positions
  played 150 games, 4689 / 37500 positions
  played 200 games, 6336 / 37500 positions
  played 250 games, 7876 / 37500 positions
  played 300 games, 9443 / 37500 positions
  played 350 games, 10941 / 37500 positions
  played 400 games, 12470 / 37500 positions
  played 450 games, 14023 / 37500 positions
  played 500 games, 15578 / 37500 positions
  played 550 games, 17238 / 37500 positions
  played 600 games, 18643 / 37500 positions
  played 650 games, 20281 / 37500 positions
  played 700 games, 21800 / 37500 positions
  played 750 games, 23321 / 37500 positions
  played 800 games, 24907 / 37500 positions
  played 850 games, 26520 / 37500 positions
  played 900 games, 28107 / 37500 positions
  played 950 games, 29676 / 37500 positions
  played 1000 games, 31291 / 37500 positions
  played 1050 games, 32933 / 37500 positions
  played 1100 games, 34470 / 37500 positions
  played 1150 games, 35859 / 37500 positions
  played 1200 games, 37283 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp4-3.jnnw
