gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp6-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=24961 nnue=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1575 / 37500 positions
  played 100 games, 3215 / 37500 positions
  played 150 games, 4848 / 37500 positions
  played 200 games, 6387 / 37500 positions
  played 250 games, 7943 / 37500 positions
  played 300 games, 9529 / 37500 positions
  played 350 games, 11165 / 37500 positions
  played 400 games, 12796 / 37500 positions
  played 450 games, 14296 / 37500 positions
  played 500 games, 15928 / 37500 positions
  played 550 games, 17470 / 37500 positions
  played 600 games, 18919 / 37500 positions
  played 650 games, 20431 / 37500 positions
  played 700 games, 22014 / 37500 positions
  played 750 games, 23565 / 37500 positions
  played 800 games, 25077 / 37500 positions
  played 850 games, 26720 / 37500 positions
  played 900 games, 28247 / 37500 positions
  played 950 games, 29858 / 37500 positions
  played 1000 games, 31344 / 37500 positions
  played 1050 games, 32826 / 37500 positions
  played 1100 games, 34551 / 37500 positions
  played 1150 games, 36169 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp6-6.jnnw
