gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp2-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=5325 nnue=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1490 / 37500 positions
  played 100 games, 3187 / 37500 positions
  played 150 games, 4734 / 37500 positions
  played 200 games, 6282 / 37500 positions
  played 250 games, 7805 / 37500 positions
  played 300 games, 9299 / 37500 positions
  played 350 games, 10856 / 37500 positions
  played 400 games, 12437 / 37500 positions
  played 450 games, 13905 / 37500 positions
  played 500 games, 15478 / 37500 positions
  played 550 games, 17067 / 37500 positions
  played 600 games, 18639 / 37500 positions
  played 650 games, 20231 / 37500 positions
  played 700 games, 21702 / 37500 positions
  played 750 games, 23294 / 37500 positions
  played 800 games, 24983 / 37500 positions
  played 850 games, 26538 / 37500 positions
  played 900 games, 28135 / 37500 positions
  played 950 games, 29700 / 37500 positions
  played 1000 games, 31183 / 37500 positions
  played 1050 games, 32695 / 37500 positions
  played 1100 games, 34206 / 37500 positions
  played 1150 games, 35722 / 37500 positions
  played 1200 games, 37322 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp2-3.jnnw
