gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp3-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29813 nnue=/root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1471 / 37500 positions
  played 100 games, 2927 / 37500 positions
  played 150 games, 4484 / 37500 positions
  played 200 games, 5985 / 37500 positions
  played 250 games, 7512 / 37500 positions
  played 300 games, 9014 / 37500 positions
  played 350 games, 10486 / 37500 positions
  played 400 games, 12009 / 37500 positions
  played 450 games, 13560 / 37500 positions
  played 500 games, 15039 / 37500 positions
  played 550 games, 16560 / 37500 positions
  played 600 games, 18133 / 37500 positions
  played 650 games, 19708 / 37500 positions
  played 700 games, 21202 / 37500 positions
  played 750 games, 22795 / 37500 positions
  played 800 games, 24408 / 37500 positions
  played 850 games, 25993 / 37500 positions
  played 900 games, 27556 / 37500 positions
  played 950 games, 29116 / 37500 positions
  played 1000 games, 30640 / 37500 positions
  played 1050 games, 32171 / 37500 positions
  played 1100 games, 33683 / 37500 positions
  played 1150 games, 35260 / 37500 positions
  played 1200 games, 36851 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0210-cumulative-loop/artefacts.src/sp3-3.jnnw
