gen-data-wdl: n=25000 out=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter4-shard1.bin eval_depth=6 play_depth=6 max_plies=200 seed=32401 nnue=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/h2-v3.jpat quiet_only=false pv_extract=0
  played 50 games, 1386 / 25000 positions
  played 100 games, 2732 / 25000 positions
  played 150 games, 4006 / 25000 positions
  played 200 games, 5326 / 25000 positions
  played 250 games, 6606 / 25000 positions
  played 300 games, 7942 / 25000 positions
  played 350 games, 9293 / 25000 positions
  played 400 games, 10658 / 25000 positions
  played 450 games, 12063 / 25000 positions
  played 500 games, 13414 / 25000 positions
  played 550 games, 14689 / 25000 positions
  played 600 games, 16025 / 25000 positions
  played 650 games, 17253 / 25000 positions
  played 700 games, 18591 / 25000 positions
  played 750 games, 19987 / 25000 positions
  played 800 games, 21277 / 25000 positions
  played 850 games, 22525 / 25000 positions
  played 900 games, 23811 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter4-shard1.bin
