gen-data-wdl: n=25000 out=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter8-shard3.bin eval_depth=6 play_depth=6 max_plies=200 seed=32803 nnue=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/h2-v7.jpat quiet_only=false pv_extract=0
  played 50 games, 1389 / 25000 positions
  played 100 games, 2853 / 25000 positions
  played 150 games, 4275 / 25000 positions
  played 200 games, 5640 / 25000 positions
  played 250 games, 7087 / 25000 positions
  played 300 games, 8435 / 25000 positions
  played 350 games, 9743 / 25000 positions
  played 400 games, 11178 / 25000 positions
  played 450 games, 12584 / 25000 positions
  played 500 games, 14036 / 25000 positions
  played 550 games, 15273 / 25000 positions
  played 600 games, 16750 / 25000 positions
  played 650 games, 18131 / 25000 positions
  played 700 games, 19429 / 25000 positions
  played 750 games, 20852 / 25000 positions
  played 800 games, 22195 / 25000 positions
  played 850 games, 23456 / 25000 positions
  played 900 games, 24798 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter8-shard3.bin
