gen-data-wdl: n=25000 out=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter2-shard2.bin eval_depth=6 play_depth=6 max_plies=200 seed=32202 nnue=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/h2-v1.jpat quiet_only=false pv_extract=0
  played 50 games, 1223 / 25000 positions
  played 100 games, 2471 / 25000 positions
  played 150 games, 3690 / 25000 positions
  played 200 games, 4937 / 25000 positions
  played 250 games, 6201 / 25000 positions
  played 300 games, 7446 / 25000 positions
  played 350 games, 8711 / 25000 positions
  played 400 games, 9891 / 25000 positions
  played 450 games, 11220 / 25000 positions
  played 500 games, 12483 / 25000 positions
  played 550 games, 13842 / 25000 positions
  played 600 games, 15130 / 25000 positions
  played 650 games, 16441 / 25000 positions
  played 700 games, 17648 / 25000 positions
  played 750 games, 18967 / 25000 positions
  played 800 games, 20220 / 25000 positions
  played 850 games, 21460 / 25000 positions
  played 900 games, 22693 / 25000 positions
  played 950 games, 23941 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter2-shard2.bin
