gen-data-wdl: n=25000 out=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter9-shard4.bin eval_depth=6 play_depth=6 max_plies=200 seed=32904 nnue=/root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/h2-v8.jpat quiet_only=false pv_extract=0
  played 50 games, 1412 / 25000 positions
  played 100 games, 2767 / 25000 positions
  played 150 games, 4124 / 25000 positions
  played 200 games, 5565 / 25000 positions
  played 250 games, 7114 / 25000 positions
  played 300 games, 8487 / 25000 positions
  played 350 games, 9902 / 25000 positions
  played 400 games, 11225 / 25000 positions
  played 450 games, 12531 / 25000 positions
  played 500 games, 13885 / 25000 positions
  played 550 games, 15288 / 25000 positions
  played 600 games, 16750 / 25000 positions
  played 650 games, 18121 / 25000 positions
  played 700 games, 19511 / 25000 positions
  played 750 games, 20812 / 25000 positions
  played 800 games, 22132 / 25000 positions
  played 850 games, 23541 / 25000 positions
  played 900 games, 24787 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0063-h2-volume-scaleup-kitchen-sink/artefacts.src/iter9-shard4.bin
