gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=11072 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1459 / 18750 positions
  played 100 games, 2984 / 18750 positions
  played 150 games, 4541 / 18750 positions
  played 200 games, 6156 / 18750 positions
  played 250 games, 7702 / 18750 positions
  played 300 games, 9195 / 18750 positions
  played 350 games, 10784 / 18750 positions
  played 400 games, 12362 / 18750 positions
  played 450 games, 13886 / 18750 positions
  played 500 games, 15460 / 18750 positions
  played 550 games, 17060 / 18750 positions
  played 600 games, 18561 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-8.jnnw
