gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=21098 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1611 / 18750 positions
  played 100 games, 3201 / 18750 positions
  played 150 games, 4705 / 18750 positions
  played 200 games, 6377 / 18750 positions
  played 250 games, 7895 / 18750 positions
  played 300 games, 9296 / 18750 positions
  played 350 games, 10815 / 18750 positions
  played 400 games, 12243 / 18750 positions
  played 450 games, 13876 / 18750 positions
  played 500 games, 15565 / 18750 positions
  played 550 games, 17065 / 18750 positions
  played 600 games, 18607 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-7.jnnw
