gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=21 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1577 / 18750 positions
  played 100 games, 3115 / 18750 positions
  played 150 games, 4714 / 18750 positions
  played 200 games, 6231 / 18750 positions
  played 250 games, 7844 / 18750 positions
  played 300 games, 9422 / 18750 positions
  played 350 games, 10963 / 18750 positions
  played 400 games, 12517 / 18750 positions
  played 450 games, 14059 / 18750 positions
  played 500 games, 15579 / 18750 positions
  played 550 games, 17024 / 18750 positions
  played 600 games, 18606 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-6.jnnw
