gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp2-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=8095 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1661 / 18750 positions
  played 100 games, 3217 / 18750 positions
  played 150 games, 4789 / 18750 positions
  played 200 games, 6287 / 18750 positions
  played 250 games, 7785 / 18750 positions
  played 300 games, 9407 / 18750 positions
  played 350 games, 10996 / 18750 positions
  played 400 games, 12584 / 18750 positions
  played 450 games, 14206 / 18750 positions
  played 500 games, 15734 / 18750 positions
  played 550 games, 17250 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp2-7.jnnw
