gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-15.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=22018 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1757 / 18750 positions
  played 100 games, 3362 / 18750 positions
  played 150 games, 4938 / 18750 positions
  played 200 games, 6516 / 18750 positions
  played 250 games, 8122 / 18750 positions
  played 300 games, 9653 / 18750 positions
  played 350 games, 11219 / 18750 positions
  played 400 games, 12786 / 18750 positions
  played 450 games, 14463 / 18750 positions
  played 500 games, 15977 / 18750 positions
  played 550 games, 17505 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp1-15.jnnw
