gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp2-12.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29988 nnue=/root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/g1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1536 / 18750 positions
  played 100 games, 3137 / 18750 positions
  played 150 games, 4685 / 18750 positions
  played 200 games, 6310 / 18750 positions
  played 250 games, 7937 / 18750 positions
  played 300 games, 9543 / 18750 positions
  played 350 games, 11094 / 18750 positions
  played 400 games, 12730 / 18750 positions
  played 450 games, 14276 / 18750 positions
  played 500 games, 15879 / 18750 positions
  played 550 games, 17588 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0230-pattern-importance/artefacts.src/sp2-12.jnnw
