gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=28303 nnue=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1546 / 18750 positions
  played 100 games, 3062 / 18750 positions
  played 150 games, 4577 / 18750 positions
  played 200 games, 6105 / 18750 positions
  played 250 games, 7795 / 18750 positions
  played 300 games, 9323 / 18750 positions
  played 350 games, 10926 / 18750 positions
  played 400 games, 12400 / 18750 positions
  played 450 games, 13961 / 18750 positions
  played 500 games, 15520 / 18750 positions
  played 550 games, 17202 / 18750 positions
  played 600 games, 18750 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-3.jnnw
