gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-13.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=24454 nnue=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1597 / 18750 positions
  played 100 games, 3226 / 18750 positions
  played 150 games, 4753 / 18750 positions
  played 200 games, 6162 / 18750 positions
  played 250 games, 7699 / 18750 positions
  played 300 games, 9258 / 18750 positions
  played 350 games, 10848 / 18750 positions
  played 400 games, 12410 / 18750 positions
  played 450 games, 14007 / 18750 positions
  played 500 games, 15555 / 18750 positions
  played 550 games, 17079 / 18750 positions
  played 600 games, 18634 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-13.jnnw
