gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp1-12.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=12334 nnue=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1586 / 18750 positions
  played 100 games, 3083 / 18750 positions
  played 150 games, 4555 / 18750 positions
  played 200 games, 6138 / 18750 positions
  played 250 games, 7715 / 18750 positions
  played 300 games, 9203 / 18750 positions
  played 350 games, 10719 / 18750 positions
  played 400 games, 12239 / 18750 positions
  played 450 games, 13648 / 18750 positions
  played 500 games, 15216 / 18750 positions
  played 550 games, 16641 / 18750 positions
  played 600 games, 18163 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp1-12.jnnw
