gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=2703 nnue=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1632 / 18750 positions
  played 100 games, 3325 / 18750 positions
  played 150 games, 4927 / 18750 positions
  played 200 games, 6570 / 18750 positions
  played 250 games, 8130 / 18750 positions
  played 300 games, 9629 / 18750 positions
  played 350 games, 11191 / 18750 positions
  played 400 games, 12741 / 18750 positions
  played 450 games, 14264 / 18750 positions
  played 500 games, 15832 / 18750 positions
  played 550 games, 17408 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-2.jnnw
