gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10407 nnue=/root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1515 / 18750 positions
  played 100 games, 3077 / 18750 positions
  played 150 games, 4768 / 18750 positions
  played 200 games, 6368 / 18750 positions
  played 250 games, 7966 / 18750 positions
  played 300 games, 9554 / 18750 positions
  played 350 games, 11198 / 18750 positions
  played 400 games, 12698 / 18750 positions
  played 450 games, 14295 / 18750 positions
  played 500 games, 15856 / 18750 positions
  played 550 games, 17422 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0232-rfe-prune24/artefacts.src/sp2-8.jnnw
