gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-2.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=502 nnue=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1905 / 37500 positions
  played 100 games, 3682 / 37500 positions
  played 150 games, 5565 / 37500 positions
  played 200 games, 7473 / 37500 positions
  played 250 games, 9260 / 37500 positions
  played 300 games, 11104 / 37500 positions
  played 350 games, 13003 / 37500 positions
  played 400 games, 14839 / 37500 positions
  played 450 games, 16695 / 37500 positions
  played 500 games, 18519 / 37500 positions
  played 550 games, 20323 / 37500 positions
  played 600 games, 22271 / 37500 positions
  played 650 games, 24068 / 37500 positions
  played 700 games, 25881 / 37500 positions
  played 750 games, 27671 / 37500 positions
  played 800 games, 29498 / 37500 positions
  played 850 games, 31340 / 37500 positions
  played 900 games, 33203 / 37500 positions
  played 950 games, 35049 / 37500 positions
  played 1000 games, 36922 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-2.jnnw
