gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-4.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=504 nnue=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1990 / 37500 positions
  played 100 games, 3776 / 37500 positions
  played 150 games, 5632 / 37500 positions
  played 200 games, 7443 / 37500 positions
  played 250 games, 9247 / 37500 positions
  played 300 games, 11155 / 37500 positions
  played 350 games, 12908 / 37500 positions
  played 400 games, 14680 / 37500 positions
  played 450 games, 16638 / 37500 positions
  played 500 games, 18487 / 37500 positions
  played 550 games, 20359 / 37500 positions
  played 600 games, 22235 / 37500 positions
  played 650 games, 24151 / 37500 positions
  played 700 games, 25986 / 37500 positions
  played 750 games, 27708 / 37500 positions
  played 800 games, 29484 / 37500 positions
  played 850 games, 31370 / 37500 positions
  played 900 games, 33171 / 37500 positions
  played 950 games, 35054 / 37500 positions
  played 1000 games, 36822 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-4.jnnw
