gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-6.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=506 nnue=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1855 / 37500 positions
  played 100 games, 3603 / 37500 positions
  played 150 games, 5489 / 37500 positions
  played 200 games, 7356 / 37500 positions
  played 250 games, 9244 / 37500 positions
  played 300 games, 10985 / 37500 positions
  played 350 games, 12730 / 37500 positions
  played 400 games, 14429 / 37500 positions
  played 450 games, 16235 / 37500 positions
  played 500 games, 18178 / 37500 positions
  played 550 games, 19990 / 37500 positions
  played 600 games, 21767 / 37500 positions
  played 650 games, 23539 / 37500 positions
  played 700 games, 25389 / 37500 positions
  played 750 games, 27220 / 37500 positions
  played 800 games, 28952 / 37500 positions
  played 850 games, 30617 / 37500 positions
  played 900 games, 32466 / 37500 positions
  played 950 games, 34267 / 37500 positions
  played 1000 games, 36094 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp5-6.jnnw
