gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp6-8.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=608 nnue=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1824 / 37500 positions
  played 100 games, 3589 / 37500 positions
  played 150 games, 5280 / 37500 positions
  played 200 games, 7068 / 37500 positions
  played 250 games, 8947 / 37500 positions
  played 300 games, 10806 / 37500 positions
  played 350 games, 12590 / 37500 positions
  played 400 games, 14466 / 37500 positions
  played 450 games, 16295 / 37500 positions
  played 500 games, 18179 / 37500 positions
  played 550 games, 19967 / 37500 positions
  played 600 games, 21717 / 37500 positions
  played 650 games, 23556 / 37500 positions
  played 700 games, 25554 / 37500 positions
  played 750 games, 27382 / 37500 positions
  played 800 games, 29247 / 37500 positions
  played 850 games, 31092 / 37500 positions
  played 900 games, 32922 / 37500 positions
  played 950 games, 34711 / 37500 positions
  played 1000 games, 36597 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp6-8.jnnw
