gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp4-7.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=407 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1798 / 37500 positions
  played 100 games, 3602 / 37500 positions
  played 150 games, 5322 / 37500 positions
  played 200 games, 7010 / 37500 positions
  played 250 games, 8788 / 37500 positions
  played 300 games, 10669 / 37500 positions
  played 350 games, 12486 / 37500 positions
  played 400 games, 14338 / 37500 positions
  played 450 games, 16231 / 37500 positions
  played 500 games, 18094 / 37500 positions
  played 550 games, 19877 / 37500 positions
  played 600 games, 21665 / 37500 positions
  played 650 games, 23532 / 37500 positions
  played 700 games, 25397 / 37500 positions
  played 750 games, 27137 / 37500 positions
  played 800 games, 28920 / 37500 positions
  played 850 games, 30719 / 37500 positions
  played 900 games, 32533 / 37500 positions
  played 950 games, 34342 / 37500 positions
  played 1000 games, 36191 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp4-7.jnnw
