gen-data-wdl: n=37500 out=/root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp4-1.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=401 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1873 / 37500 positions
  played 100 games, 3628 / 37500 positions
  played 150 games, 5391 / 37500 positions
  played 200 games, 7199 / 37500 positions
  played 250 games, 8991 / 37500 positions
  played 300 games, 10849 / 37500 positions
  played 350 games, 12512 / 37500 positions
  played 400 games, 14378 / 37500 positions
  played 450 games, 16223 / 37500 positions
  played 500 games, 18031 / 37500 positions
  played 550 games, 19738 / 37500 positions
  played 600 games, 21605 / 37500 positions
  played 650 games, 23428 / 37500 positions
  played 700 games, 25301 / 37500 positions
  played 750 games, 27220 / 37500 positions
  played 800 games, 29094 / 37500 positions
  played 850 games, 30796 / 37500 positions
  played 900 games, 32559 / 37500 positions
  played 950 games, 34398 / 37500 positions
  played 1000 games, 36335 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0204-wdl-loop-continue-mt30/artefacts.src/sp4-1.jnnw
