gen-data-wdl: n=31250 out=/root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-15.jnnw eval_depth=8 play_depth=6 max_plies=200 seed=387402 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1610 / 31250 positions
  played 100 games, 3097 / 31250 positions
  played 150 games, 4790 / 31250 positions
  played 200 games, 6290 / 31250 positions
  played 250 games, 7770 / 31250 positions
  played 300 games, 9345 / 31250 positions
  played 350 games, 10969 / 31250 positions
  played 400 games, 12533 / 31250 positions
  played 450 games, 14130 / 31250 positions
  played 500 games, 15814 / 31250 positions
  played 550 games, 17333 / 31250 positions
  played 600 games, 18956 / 31250 positions
  played 650 games, 20600 / 31250 positions
  played 700 games, 22138 / 31250 positions
  played 750 games, 23733 / 31250 positions
  played 800 games, 25272 / 31250 positions
  played 850 games, 26817 / 31250 positions
  played 900 games, 28393 / 31250 positions
  played 950 games, 29871 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-15.jnnw
