gen-data-wdl: n=31250 out=/root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-1.jnnw eval_depth=8 play_depth=6 max_plies=200 seed=27044 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1677 / 31250 positions
  played 100 games, 3190 / 31250 positions
  played 150 games, 4776 / 31250 positions
  played 200 games, 6373 / 31250 positions
  played 250 games, 7820 / 31250 positions
  played 300 games, 9437 / 31250 positions
  played 350 games, 11008 / 31250 positions
  played 400 games, 12530 / 31250 positions
  played 450 games, 14216 / 31250 positions
  played 500 games, 15748 / 31250 positions
  played 550 games, 17332 / 31250 positions
  played 600 games, 18953 / 31250 positions
  played 650 games, 20412 / 31250 positions
  played 700 games, 21966 / 31250 positions
  played 750 games, 23658 / 31250 positions
  played 800 games, 25188 / 31250 positions
  played 850 games, 26702 / 31250 positions
  played 900 games, 28351 / 31250 positions
  played 950 games, 29953 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-1.jnnw
