gen-data-wdl: n=31250 out=/root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-9.jnnw eval_depth=8 play_depth=6 max_plies=200 seed=63759 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1470 / 31250 positions
  played 100 games, 3028 / 31250 positions
  played 150 games, 4556 / 31250 positions
  played 200 games, 6058 / 31250 positions
  played 250 games, 7702 / 31250 positions
  played 300 games, 9182 / 31250 positions
  played 350 games, 10664 / 31250 positions
  played 400 games, 12223 / 31250 positions
  played 450 games, 13824 / 31250 positions
  played 500 games, 15334 / 31250 positions
  played 550 games, 16934 / 31250 positions
  played 600 games, 18539 / 31250 positions
  played 650 games, 20027 / 31250 positions
  played 700 games, 21557 / 31250 positions
  played 750 games, 23017 / 31250 positions
  played 800 games, 24618 / 31250 positions
  played 850 games, 26241 / 31250 positions
  played 900 games, 27825 / 31250 positions
  played 950 games, 29362 / 31250 positions
  played 1000 games, 30904 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-9.jnnw
