gen-data-wdl: n=31250 out=/root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-7.jnnw eval_depth=8 play_depth=6 max_plies=200 seed=119448 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1592 / 31250 positions
  played 100 games, 3227 / 31250 positions
  played 150 games, 4737 / 31250 positions
  played 200 games, 6367 / 31250 positions
  played 250 games, 7981 / 31250 positions
  played 300 games, 9672 / 31250 positions
  played 350 games, 11178 / 31250 positions
  played 400 games, 12736 / 31250 positions
  played 450 games, 14305 / 31250 positions
  played 500 games, 15959 / 31250 positions
  played 550 games, 17497 / 31250 positions
  played 600 games, 19069 / 31250 positions
  played 650 games, 20572 / 31250 positions
  played 700 games, 22256 / 31250 positions
  played 750 games, 23768 / 31250 positions
  played 800 games, 25411 / 31250 positions
  played 850 games, 26913 / 31250 positions
  played 900 games, 28399 / 31250 positions
  played 950 games, 30003 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-7.jnnw
