gen-data-wdl: n=31250 out=/root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-6.jnnw eval_depth=8 play_depth=6 max_plies=200 seed=65886 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1574 / 31250 positions
  played 100 games, 3146 / 31250 positions
  played 150 games, 4688 / 31250 positions
  played 200 games, 6224 / 31250 positions
  played 250 games, 7754 / 31250 positions
  played 300 games, 9337 / 31250 positions
  played 350 games, 10877 / 31250 positions
  played 400 games, 12424 / 31250 positions
  played 450 games, 14013 / 31250 positions
  played 500 games, 15604 / 31250 positions
  played 550 games, 17207 / 31250 positions
  played 600 games, 18761 / 31250 positions
  played 650 games, 20438 / 31250 positions
  played 700 games, 21974 / 31250 positions
  played 750 games, 23574 / 31250 positions
  played 800 games, 25296 / 31250 positions
  played 850 games, 26839 / 31250 positions
  played 900 games, 28358 / 31250 positions
  played 950 games, 29875 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/home-0003-selfplay-gen/artefacts.src/sp-6.jnnw
