gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp1-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=16249 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1494 / 62500 positions
  played 100 games, 2990 / 62500 positions
  played 150 games, 4518 / 62500 positions
  played 200 games, 6070 / 62500 positions
  played 250 games, 7583 / 62500 positions
  played 300 games, 9149 / 62500 positions
  played 350 games, 10718 / 62500 positions
  played 400 games, 12284 / 62500 positions
  played 450 games, 13796 / 62500 positions
  played 500 games, 15370 / 62500 positions
  played 550 games, 16982 / 62500 positions
  played 600 games, 18487 / 62500 positions
  played 650 games, 19975 / 62500 positions
  played 700 games, 21423 / 62500 positions
  played 750 games, 22858 / 62500 positions
  played 800 games, 24497 / 62500 positions
  played 850 games, 26051 / 62500 positions
  played 900 games, 27567 / 62500 positions
  played 950 games, 29100 / 62500 positions
  played 1000 games, 30531 / 62500 positions
  played 1050 games, 31985 / 62500 positions
  played 1100 games, 33536 / 62500 positions
  played 1150 games, 35129 / 62500 positions
  played 1200 games, 36633 / 62500 positions
  played 1250 games, 38122 / 62500 positions
  played 1300 games, 39666 / 62500 positions
  played 1350 games, 41272 / 62500 positions
  played 1400 games, 42843 / 62500 positions
  played 1450 games, 44359 / 62500 positions
  played 1500 games, 45883 / 62500 positions
  played 1550 games, 47399 / 62500 positions
  played 1600 games, 48989 / 62500 positions
  played 1650 games, 50578 / 62500 positions
  played 1700 games, 52164 / 62500 positions
  played 1750 games, 53745 / 62500 positions
  played 1800 games, 55294 / 62500 positions
  played 1850 games, 56683 / 62500 positions
  played 1900 games, 58215 / 62500 positions
  played 1950 games, 59676 / 62500 positions
  played 2000 games, 61321 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp1-6.jnnw
