gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp2-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=24443 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1537 / 62500 positions
  played 100 games, 3129 / 62500 positions
  played 150 games, 4713 / 62500 positions
  played 200 games, 6243 / 62500 positions
  played 250 games, 7806 / 62500 positions
  played 300 games, 9319 / 62500 positions
  played 350 games, 10816 / 62500 positions
  played 400 games, 12433 / 62500 positions
  played 450 games, 13922 / 62500 positions
  played 500 games, 15454 / 62500 positions
  played 550 games, 17118 / 62500 positions
  played 600 games, 18758 / 62500 positions
  played 650 games, 20294 / 62500 positions
  played 700 games, 21790 / 62500 positions
  played 750 games, 23359 / 62500 positions
  played 800 games, 24846 / 62500 positions
  played 850 games, 26488 / 62500 positions
  played 900 games, 28033 / 62500 positions
  played 950 games, 29597 / 62500 positions
  played 1000 games, 31127 / 62500 positions
  played 1050 games, 32588 / 62500 positions
  played 1100 games, 34166 / 62500 positions
  played 1150 games, 35854 / 62500 positions
  played 1200 games, 37351 / 62500 positions
  played 1250 games, 38956 / 62500 positions
  played 1300 games, 40598 / 62500 positions
  played 1350 games, 42185 / 62500 positions
  played 1400 games, 43764 / 62500 positions
  played 1450 games, 45319 / 62500 positions
  played 1500 games, 46907 / 62500 positions
  played 1550 games, 48436 / 62500 positions
  played 1600 games, 50016 / 62500 positions
  played 1650 games, 51485 / 62500 positions
  played 1700 games, 52946 / 62500 positions
  played 1750 games, 54530 / 62500 positions
  played 1800 games, 55993 / 62500 positions
  played 1850 games, 57528 / 62500 positions
  played 1900 games, 59127 / 62500 positions
  played 1950 games, 60657 / 62500 positions
  played 2000 games, 62218 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp2-2.jnnw
